"id"	"ta_meaning"
"15837"	"சம்பந்திக்கப்பட்ட நிகாய 1.3 (எஸ்.என் 1.3); உரை எடுக்கப்படுவதைப் பற்றிய உரை"
"15838"	"செல்வதற்கு; உருவாக்குவதற்கு"
"15839"	"எடுத்துக்கொள்ளக்கூடியது; உதவியுறுத்தக்கூடியது; உட்பட, அருகில் கொண்டு வரப்படும்"
"15840"	"எடுத்துவருகிறது; அழைத்து செல்கிறான்; வழிகாட்டுகிறது (இதற்காக); உண்மையில் அருகே அழைக்கிறது"
"15841"	"சுட்டிக்காட்டுகிறது; குறிக்கும்; சூழ்த்துகிறது (என்று); நேரடியாக அருகில் கொண்டு செல்கிறது"
"15842"	"நெருங்குவதற்கு, கிழக்கே எடுக்கவும், வழிகாட்டுவதற்கு"
"15843"	"நெருங்கினால், வழிகாட்டினால், நெருங்கி அழைத்தால்"
"15844"	"கவரும்; வழிகாட்டும்; அகிலம் அருகே கவரும்"
"15845"	"தனியுருவாக விழித்தெழுந்த புத்தரின் பெயர்"
"15846"	"நூற்பது; சிறந்தது; குறித்தது; (காம்) குற்றம் சாட்டுவது; அத்தியாயம் அருகே கொண்டுவருவது"
"15847"	"எடுத்துவந்தான்; வழங்கினான்; கவனம் செலுத்தவும் (மூலமாக, அருகில் உள்ளவரை வழி நடத்தினான்"
"15848"	"இட்டான்; வழிகாட்டினான் (க்கு); வெளிப்படையாக அருகில் இட்டான்"
"15853"	"மரணத்திற்கு பிறகு மறுபிறந்த, மறுபட்ட, உண்மையில் சென்ற,"
"15854"	"பிறப்பது; மீண்டும் எழுமை (இன்); வேறுபாடு நோக்குவது"
"15855"	"மீண்டும் பிறக்கிறான்; மீண்டும் எழுகிறது (இல்); வெளிப்படையாக செல்லுகிறது"
"15856"	"தொடர்கிறது; தோன்றுகிறது; மொழி அடிப்படையில் செல்லுகிறது"
